district,taluka,village,village_key,n_rows,n_surveys
MAHESANA,MAHESANA,BHASARIYA,BHASARIYA,30,386
MAHESANA,MAHESANA,BHESANA,BHESANA,44,754
MAHESANA,MAHESANA,BODLA,BODLA,35,369
MAHESANA,MAHESANA,BORIAVI,BORIAVI,73,1255
MAHESANA,MAHESANA,BUTTAPALDI,BUTTAPALDI,11,398
MAHESANA,MAHESANA,CHALUVA,CHALUVA,62,1087
MAHESANA,MAHESANA,CHARADU,CHARADU,40,1186
MAHESANA,MAHESANA,CHHATHIYARDA,CHHATHIYARDA,40,1257
MAHESANA,MAHESANA,CHITRODIPURA,CHITRODIPURA,5,517
MAHESANA,MAHESANA,DAVADA,DAVADA,40,445
MAHESANA,MAHESANA,DEDIYASAN,DEDIYASAN,47,1024
MAHESANA,MAHESANA,DELA,DELA,50,597
MAHESANA,MAHESANA,DELOLI,DELOLI,32,1159
MAHESANA,MAHESANA,DEVINAPURA,DEVINAPURA,55,527
MAHESANA,MAHESANA,DEVRASAN,DEVRASAN,18,498
MAHESANA,MAHESANA,DHANDHUSAN,DHANDHUSAN,22,381
MAHESANA,MAHESANA,DHANPURA,DHANPURA,5,702
MAHESANA,MAHESANA,DHOLASAN,DHOLASAN,67,588
MAHESANA,MAHESANA,DITASAN,DITASAN,21,171
MAHESANA,MAHESANA,DIVANPURA-ALIAS-APAP,DIVANPURAALIASAPAP,31,501
MAHESANA,MAHESANA,GAMANPURA,GAMANPURA,51,781
MAHESANA,MAHESANA,GERATPUR,GERATPUR,4,87
MAHESANA,MAHESANA,GHADHA,GHADHA,68,1033
MAHESANA,MAHESANA,GILOSAN,GILOSAN,27,615
MAHESANA,MAHESANA,GOJARIYA,GOJARIYA,123,2398
MAHESANA,MAHESANA,GOKALPURA,GOKALPURA,26,598
MAHESANA,MAHESANA,GORAD,GORAD,50,987
MAHESANA,MAHESANA,HADVI,HADVI,6,251
MAHESANA,MAHESANA,HARDESAN,HARDESAN,27,297
MAHESANA,MAHESANA,HARIPURA,HARIPURA,3,239
MAHESANA,MAHESANA,HARSUNDAL,HARSUNDAL,21,485
MAHESANA,MAHESANA,HEBUVA,HEBUVA,21,323
MAHESANA,MAHESANA,HEDUVA HANUMAT,HEDUVAHANUMAT,24,275
MAHESANA,MAHESANA,HEDUVA-RAJGAR,HEDUVARAJGAR,41,292
MAHESANA,MAHESANA,HINGLAJPURA,HINGLAJPURA,21,297
MAHESANA,MAHESANA,IJPURA BAROT,IJPURABAROT,9,293
MAHESANA,MAHESANA,IJPURA JETHAJI,IJPURAJETHAJI,22,779
MAHESANA,MAHESANA,JAGUDAN,JAGUDAN,151,1215
MAHESANA,MAHESANA,JAKASNA,JAKASNA,12,697
MAHESANA,MAHESANA,JAMNAPUR,JAMNAPUR,11,245
MAHESANA,MAHESANA,JETALPUR,JETALPUR,36,346
MAHESANA,MAHESANA,JORNANG,JORNANG,105,1381
MAHESANA,MAHESANA,JOTANA,JOTANA,78,1362
MAHESANA,MAHESANA,JUNI SEDHAVI,JUNISEDHAVI,29,516
MAHESANA,MAHESANA,KADAVASAN,KADAVASAN,8,420
MAHESANA,MAHESANA,KANPURA,KANPURA,19,347
MAHESANA,MAHESANA,KARSHANPURA,KARSHANPURA,10,269
MAHESANA,MAHESANA,KASALPURA,KASALPURA,91,959
MAHESANA,MAHESANA,KATOSAN,KATOSAN,35,1675
MAHESANA,MAHESANA,KHADALPUR,KHADALPUR,25,511
MAHESANA,MAHESANA,KHARA,KHARA,18,486
MAHESANA,MAHESANA,KHARSADA,KHARSADA,34,374
MAHESANA,MAHESANA,KHERVA,KHERVA,33,2064
MAHESANA,MAHESANA,KOCHVA,KOCHVA,35,219
MAHESANA,MAHESANA,KUKAS,KUKAS,97,798
MAHESANA,MAHESANA,LAKHAVAD,LAKHAVAD,34,967
MAHESANA,MAHESANA,LANGHNAJ,LANGHNAJ,107,2554
MAHESANA,MAHESANA,LAXMIPURA,LAXMIPURA,35,277
MAHESANA,MAHESANA,LINCH,LINCH,142,1589
MAHESANA,MAHESANA,MAGUNA,MAGUNA,91,1108
MAHESANA,MAHESANA,MANDALI,MANDALI,64,400
MAHESANA,MAHESANA,MANKNAJ,MANKNAJ,28,1906
MAHESANA,MAHESANA,MAREDA,MAREDA,30,393
MAHESANA,MAHESANA,MARTOLI,MARTOLI,11,798
MAHESANA,MAHESANA,MEMADPURA,MEMADPURA,34,683
MAHESANA,MAHESANA,MEU,MEU,49,3503
MAHESANA,MAHESANA,MEVAD,MEVAD,58,509
MAHESANA,MAHESANA,MITHA,MITHA,73,716
MAHESANA,MAHESANA,MODIPUR,MODIPUR,10,331
MAHESANA,MAHESANA,MOTIDAU,MOTIDAU,108,2256
MAHESANA,MAHESANA,MUDARDA,MUDARDA,64,677
MAHESANA,MAHESANA,MULSAN,MULSAN,84,665
MAHESANA,MAHESANA,NADASA,NADASA,16,1821
MAHESANA,MAHESANA,NANIDAU,NANIDAU,14,487
MAHESANA,MAHESANA,NAVI SEDHAVI,NAVISEDHAVI,22,540
MAHESANA,MAHESANA,NUGAR,NUGAR,57,938
MAHESANA,MAHESANA,PADHARIYA,PADHARIYA,37,659
MAHESANA,MAHESANA,PALAJ,PALAJ,67,2649
MAHESANA,MAHESANA,PALAVASNA,PALAVASNA,51,462
MAHESANA,MAHESANA,PALODAR,PALODAR,129,1307
MAHESANA,MAHESANA,PANCHOT,PANCHOT,118,2158
MAHESANA,MAHESANA,PILUDARA,PILUDARA,68,2974
MAHESANA,MAHESANA,PUNASAN,PUNASAN,39,462
MAHESANA,MAHESANA,RAMOSANA,RAMOSANA,33,390
MAHESANA,MAHESANA,RAMPURA (KATOSAN),RAMPURAKATOSAN,11,738
MAHESANA,MAHESANA,RAMPURA (KUKAS),RAMPURAKUKAS,14,267
MAHESANA,MAHESANA,RANIPURA,RANIPURA,7,295
MAHESANA,MAHESANA,RUPAL,RUPAL,6,118
MAHESANA,MAHESANA,SAKHPURDA,SAKHPURDA,16,234
MAHESANA,MAHESANA,SALDI,SALDI,41,612
MAHESANA,MAHESANA,SAMETRA,SAMETRA,65,1316
MAHESANA,MAHESANA,SANGANPUR,SANGANPUR,62,591
MAHESANA,MAHESANA,SANTHAL,SANTHAL,64,2083
MAHESANA,MAHESANA,SIDOSAN,SIDOSAN,28,508
MAHESANA,MAHESANA,SOBHASAN,SOBHASAN,55,551
MAHESANA,MAHESANA,TALETI,TALETI,35,465
MAHESANA,MAHESANA,TAVADIYA,TAVADIYA,7,388
MAHESANA,MAHESANA,TEJPURA,TEJPURA,8,477
MAHESANA,MAHESANA,TUNDALI,TUNDALI,57,550
MAHESANA,MAHESANA,UCHARPI,UCHARPI,11,230
MAHESANA,MAHESANA,VADASMA,VADASMA,39,1949
MAHESANA,MAHESANA,VADOSAN,VADOSAN,32,930
MAHESANA,MAHESANA,VIRSODA,VIRSODA,22,819
MAHESANA,MAHESANA,VIRTA,VIRTA,5,711
MAHESANA,SATLASANA,AJABAPUR(JIVAK),AJABAPURJIVAK,6,56
MAHESANA,SATLASANA,ANAND BHANKHARI,ANANDBHANKHARI,1,118
MAHESANA,SATLASANA,ANKALIYARA,ANKALIYARA,16,197
MAHESANA,SATLASANA,BEDASMA,BEDASMA,15,235
MAHESANA,SATLASANA,BHALUSANA,BHALUSANA,33,728
MAHESANA,SATLASANA,BHANAVAS,BHANAVAS,18,137
MAHESANA,SATLASANA,BHATVAS,BHATVAS,17,336
MAHESANA,SATLASANA,BHIMPUR,BHIMPUR,32,385
MAHESANA,SATLASANA,CHELANA,CHELANA,9,1374
MAHESANA,SATLASANA,CHHELPURA,CHHELPURA,1,109
MAHESANA,SATLASANA,DHADHIVAS,DHADHIVAS,7,57
MAHESANA,SATLASANA,DHARAVANIYA,DHARAVANIYA,3,263
MAHESANA,SATLASANA,DHAROI,DHAROI,8,334
MAHESANA,SATLASANA,DULANA,DULANA,14,225
MAHESANA,SATLASANA,FATEPURA,FATEPURA,12,1993
MAHESANA,SATLASANA,GALALPUR,GALALPUR,7,109
MAHESANA,SATLASANA,GAMANPURA,GAMANPURA,17,146
MAHESANA,SATLASANA,GOTHADA,GOTHADA,27,198
MAHESANA,SATLASANA,HADOL,HADOL,6,556
MAHESANA,SATLASANA,HIMMATPURA,HIMMATPURA,18,99
MAHESANA,SATLASANA,ISAKPURA,ISAKPURA,2,82
MAHESANA,SATLASANA,JASHPURIYA,JASHPURIYA,2,924
MAHESANA,SATLASANA,JASPUR,JASPUR,7,159
MAHESANA,SATLASANA,KAJIPUR,KAJIPUR,3,126
MAHESANA,SATLASANA,KANEDIYA,KANEDIYA,8,475
MAHESANA,SATLASANA,KESARPURA,KESARPURA,11,169
MAHESANA,SATLASANA,KEVDASAN,KEVDASAN,3,127
MAHESANA,SATLASANA,KHARI,KHARI,10,70
MAHESANA,SATLASANA,KHILOD,KHILOD,6,245
MAHESANA,SATLASANA,KHODAMALI,KHODAMALI,20,912
MAHESANA,SATLASANA,KOTHASANA MOTA,KOTHASANAMOTA,22,265
MAHESANA,SATLASANA,KOTHASANA NANA,KOTHASANANANA,26,1556
MAHESANA,SATLASANA,KUBADA,KUBADA,11,136
MAHESANA,SATLASANA,MALANA,MALANA,2,216
MAHESANA,SATLASANA,MALAPURA,MALAPURA,1,159
MAHESANA,SATLASANA,MOTIBHALU,MOTIBHALU,32,375
MAHESANA,SATLASANA,MUMANVAS,MUMANVAS,16,185
MAHESANA,SATLASANA,NANIBHALU,NANIBHALU,6,321
MAHESANA,SATLASANA,NAVAVAS,NAVAVAS,22,244
MAHESANA,SATLASANA,NEDARDI,NEDARDI,24,2292
MAHESANA,SATLASANA,NIJAMPUR,NIJAMPUR,11,131
MAHESANA,SATLASANA,OTALPUR,OTALPUR,3,257
MAHESANA,SATLASANA,PIROJPURA,PIROJPURA,3,139
MAHESANA,SATLASANA,RABARIVAS,RABARIVAS,7,20
MAHESANA,SATLASANA,RADHUPURA,RADHUPURA,5,202
MAHESANA,SATLASANA,RAJPUR(GADH),RAJPURGADH,13,99
MAHESANA,SATLASANA,RANGPUR (GADH),RANGPURGADH,11,285
MAHESANA,SATLASANA,RANPUR,RANPUR,6,699
MAHESANA,SATLASANA,RINCHHADA,RINCHHADA,4,235
MAHESANA,SATLASANA,SADRASAN,SADRASAN,6,94
MAHESANA,SATLASANA,SAMARAPUR,SAMARAPUR,10,294
MAHESANA,SATLASANA,SANTOLA,SANTOLA,10,53
MAHESANA,SATLASANA,SARDARPUR,SARDARPUR,28,330
MAHESANA,SATLASANA,SARTANPUR,SARTANPUR,21,270
MAHESANA,SATLASANA,SATLASANA,SATLASANA,96,1102
MAHESANA,SATLASANA,SEMOR,SEMOR,17,210
MAHESANA,SATLASANA,SHAHUPURA,SHAHUPURA,11,89
MAHESANA,SATLASANA,SHESHHPUR,SHESHHPUR,14,138
MAHESANA,SATLASANA,SUDASANA,SUDASANA,27,296
MAHESANA,SATLASANA,TAKHATPURA,TAKHATPURA,9,81
MAHESANA,SATLASANA,TALEGADH,TALEGADH,4,138
MAHESANA,SATLASANA,TIMBA,TIMBA,51,845
MAHESANA,SATLASANA,UMARI,UMARI,21,656
MAHESANA,SATLASANA,UMRECHA,UMRECHA,20,280
MAHESANA,SATLASANA,VADTAL,VADTAL,2,13
MAHESANA,SATLASANA,VAGHAR,VAGHAR,3,300
MAHESANA,SATLASANA,VAGHVA,VAGHVA,1,84
MAHESANA,SATLASANA,VAJAPUR,VAJAPUR,20,294
MAHESANA,SATLASANA,VANSADA,VANSADA,12,105
MAHESANA,SATLASANA,VASAI,VASAI,1,400
MAHESANA,SATLASANA,VAV,VAV,23,493
MAHESANA,SATLASANA,VAVDI (GADH),VAVDIGADH,2,191
MAHESANA,UNJHA,AITHOR,AITHOR,154,2332
MAHESANA,UNJHA,AMUDH,AMUDH,15,642
MAHESANA,UNJHA,BHANKHAR,BHANKHAR,26,1290
MAHESANA,UNJHA,BHUNAV,BHUNAV,37,970
MAHESANA,UNJHA,BRAHMANVADA,BRAHMANVADA,43,995
MAHESANA,UNJHA,DABHI,DABHI,40,1367
MAHESANA,UNJHA,DASAJ,DASAJ,44,2330
MAHESANA,UNJHA,HAJIPUR,HAJIPUR,25,343
MAHESANA,UNJHA,JAGANNATHPURA,JAGANNATHPURA,31,734
MAHESANA,UNJHA,KAHODA,KAHODA,67,2020
MAHESANA,UNJHA,KAMLI,KAMLI,50,1684
MAHESANA,UNJHA,KANTHRAVI,KANTHRAVI,54,1943
MAHESANA,UNJHA,KARANPUR,KARANPUR,27,878
MAHESANA,UNJHA,KARLI,KARLI,17,1878
MAHESANA,UNJHA,KHATASANA,KHATASANA,17,411
MAHESANA,UNJHA,LIHODA,LIHODA,14,220
MAHESANA,UNJHA,LINDI,LINDI,5,116
MAHESANA,UNJHA,MAHERWADA,MAHERWADA,48,2370
MAHESANA,UNJHA,MAKTUPUR,MAKTUPUR,101,1384
MAHESANA,UNJHA,NAVAPURA,NAVAPURA,33,630
MAHESANA,UNJHA,PALI,PALI,31,538
MAHESANA,UNJHA,RANCHHODPURA,RANCHHODPURA,54,507
MAHESANA,UNJHA,SHIHI,SHIHI,29,525
MAHESANA,UNJHA,SUNOK,SUNOK,43,1071
MAHESANA,UNJHA,SURPURA,SURPURA,10,256
MAHESANA,UNJHA,TUNDAV,TUNDAV,56,968
MAHESANA,UNJHA,UNAVA,UNAVA,123,3111
MAHESANA,UNJHA,UPERA,UPERA,53,2663
MAHESANA,UNJHA,VANAGLA,VANAGLA,59,589
MAHESANA,UNJHA,VARVADA,VARVADA,25,895
MAHESANA,UNJHA,VISOL,VISOL,9,456
MAHESANA,VADNAGAR,ANANDPURA,ANANDPURA,10,386
MAHESANA,VADNAGAR,ASPA,ASPA,50,361
MAHESANA,VADNAGAR,BABIPURA,BABIPURA,4,319
MAHESANA,VADNAGAR,BADARPUR,BADARPUR,39,637
MAHESANA,VADNAGAR,BAJPURA,BAJPURA,16,99
MAHESANA,VADNAGAR,CHAMPA,CHAMPA,15,218
MAHESANA,VADNAGAR,CHANDPUR,CHANDPUR,9,52
MAHESANA,VADNAGAR,CHHABALIYA,CHHABALIYA,12,837
MAHESANA,VADNAGAR,DABU,DABU,20,116
MAHESANA,VADNAGAR,GANESHPURA,GANESHPURA,17,1124
MAHESANA,VADNAGAR,HAJIPUR,HAJIPUR,15,190
MAHESANA,VADNAGAR,JAGAPURA,JAGAPURA,9,91
MAHESANA,VADNAGAR,JASKA,JASKA,23,1435
MAHESANA,VADNAGAR,KAHIPUR,KAHIPUR,87,1048
MAHESANA,VADNAGAR,KAMALPUR (VAD),KAMALPURVAD,18,323
MAHESANA,VADNAGAR,KARBATIYA,KARBATIYA,57,826
MAHESANA,VADNAGAR,KARSHANPURA,KARSHANPURA,37,545
MAHESANA,VADNAGAR,KESIMPA,KESIMPA,63,460
MAHESANA,VADNAGAR,KHANPUR,KHANPUR,11,57
MAHESANA,VADNAGAR,KHATASANA,KHATASANA,9,168
MAHESANA,VADNAGAR,KHATODA,KHATODA,28,438
MAHESANA,VADNAGAR,MALEKPUR,MALEKPUR,33,396
MAHESANA,VADNAGAR,MIRJHAPUR,MIRJHAPUR,9,429
MAHESANA,VADNAGAR,MOLIPUR,MOLIPUR,8,501
MAHESANA,VADNAGAR,NAVAPURA,NAVAPURA,11,72
MAHESANA,VADNAGAR,PIPALDAR,PIPALDAR,24,880
MAHESANA,VADNAGAR,RAJPUR (VAD),RAJPURVAD,8,316
MAHESANA,VADNAGAR,SABALPUR,SABALPUR,7,618
MAHESANA,VADNAGAR,SARNA,SARNA,28,429
MAHESANA,VADNAGAR,SHAHPUR (VAD),SHAHPURVAD,20,638
MAHESANA,VADNAGAR,SHEKHPUR (KHE),SHEKHPURKHE,26,143
MAHESANA,VADNAGAR,SHEKHPUR (VAD),SHEKHPURVAD,13,307
MAHESANA,VADNAGAR,SHOBHASAN,SHOBHASAN,68,623
MAHESANA,VADNAGAR,SIPOR,SIPOR,159,1850
MAHESANA,VADNAGAR,SULIPUR,SULIPUR,20,194
MAHESANA,VADNAGAR,SULTANPUR,SULTANPUR,53,828
MAHESANA,VADNAGAR,SUNDHIYA,SUNDHIYA,114,2810
MAHESANA,VADNAGAR,TRANSVAD,TRANSVAD,26,579
MAHESANA,VADNAGAR,UNDANI,UNDANI,68,680
MAHESANA,VADNAGAR,UNDHAI,UNDHAI,81,1041
MAHESANA,VADNAGAR,VAGHADI (NAVI),VAGHADINAVI,4,129
MAHESANA,VADNAGAR,VAGHDI (JUNI),VAGHDIJUNI,3,183
MAHESANA,VADNAGAR,VAKTAPUR,VAKTAPUR,15,376
MAHESANA,VADNAGAR,VALASANA,VALASANA,88,1190
MAHESANA,VIJAPUR,ABASANA,ABASANA,43,247
MAHESANA,VIJAPUR,AGALOD,AGALOD,86,1348
MAHESANA,VIJAPUR,ASHANAPURA(GERITA),ASHANAPURAGERITA,31,243
MAHESANA,VIJAPUR,ASODA,ASODA,40,800
MAHESANA,VIJAPUR,BAMANVA,BAMANVA,31,1043
MAHESANA,VIJAPUR,BHIMPUR VALOR,BHIMPURVALOR,3,37
MAHESANA,VIJAPUR,BILIYA,BILIYA,38,628
MAHESANA,VIJAPUR,CHANGOD,CHANGOD,7,573
MAHESANA,VIJAPUR,DABHALA,DABHALA,220,3620
MAHESANA,VIJAPUR,DAGAVADIYA,DAGAVADIYA,37,439
MAHESANA,VIJAPUR,DERIYA,DERIYA,16,214
MAHESANA,VIJAPUR,DEVDA,DEVDA,32,624
MAHESANA,VIJAPUR,DEVPURA,DEVPURA,65,310
MAHESANA,VIJAPUR,DHANPURA(GHATU),DHANPURAGHATU,92,833
MAHESANA,VIJAPUR,FALU,FALU,47,626
MAHESANA,VIJAPUR,FUDEDA,FUDEDA,54,733
MAHESANA,VIJAPUR,GADHADA,GADHADA,8,300
MAHESANA,VIJAPUR,GANESHPURA,GANESHPURA,29,280
MAHESANA,VIJAPUR,GAVADA,GAVADA,86,1324
MAHESANA,VIJAPUR,GERITA,GERITA,63,1320
MAHESANA,VIJAPUR,GUNCHHALI,GUNCHHALI,25,405
MAHESANA,VIJAPUR,GUNDRASAN,GUNDRASAN,28,688
MAHESANA,VIJAPUR,HATHIPURA,HATHIPURA,42,213
MAHESANA,VIJAPUR,HIRPURA,HIRPURA,72,625
MAHESANA,VIJAPUR,IBHARAMPURA,IBHARAMPURA,12,390
MAHESANA,VIJAPUR,JANTRAL,JANTRAL,71,1524
MAHESANA,VIJAPUR,JEPUR,JEPUR,92,1348
MAHESANA,VIJAPUR,KAMALPUR,KAMALPUR,31,590
MAHESANA,VIJAPUR,KANBHA,KANBHA,19,448
MAHESANA,VIJAPUR,KELISANA,KELISANA,41,623
MAHESANA,VIJAPUR,KHANUSA,KHANUSA,41,583
MAHESANA,VIJAPUR,KHAROD,KHAROD,16,1197
MAHESANA,VIJAPUR,KOLAVDA,KOLAVDA,48,1032
MAHESANA,VIJAPUR,KOT,KOT,38,365
MAHESANA,VIJAPUR,KOTADI,KOTADI,52,565
MAHESANA,VIJAPUR,KUKARVADA,KUKARVADA,52,1045
MAHESANA,VIJAPUR,LADOL,LADOL,95,4344
MAHESANA,VIJAPUR,MALAV,MALAV,26,415
MAHESANA,VIJAPUR,MALOSAN,MALOSAN,122,1268
MAHESANA,VIJAPUR,MANDALIKHAROD,MANDALIKHAROD,33,474
MAHESANA,VIJAPUR,MANEKPUR DABHALA,MANEKPURDABHALA,12,177
MAHESANA,VIJAPUR,MORVAD,MORVAD,29,489
MAHESANA,VIJAPUR,MOTIPURA,MOTIPURA,42,384
MAHESANA,VIJAPUR,PAMOL,PAMOL,44,606
MAHESANA,VIJAPUR,PEDHAMALI,PEDHAMALI,113,975
MAHESANA,VIJAPUR,PILVAI,PILVAI,162,1732
MAHESANA,VIJAPUR,RAMPUR KUVAYDA,RAMPURKUVAYDA,49,244
MAHESANA,VIJAPUR,RAMPURA (KOT),RAMPURAKOT,14,584
MAHESANA,VIJAPUR,RANASAN,RANASAN,58,1298
MAHESANA,VIJAPUR,RANCHHODPURA,RANCHHODPURA,19,74
MAHESANA,VIJAPUR,RANSIPUR,RANSIPUR,39,583
MAHESANA,VIJAPUR,SANGHPUR,SANGHPUR,80,868
MAHESANA,VIJAPUR,SARDARPUR,SARDARPUR,47,1027
MAHESANA,VIJAPUR,SAYAJINAGAR,SAYAJINAGAR,28,614
MAHESANA,VIJAPUR,SOJA,SOJA,70,960
MAHESANA,VIJAPUR,SOKHADA,SOKHADA,58,988
MAHESANA,VIJAPUR,SUNDARPUR,SUNDARPUR,22,491
MAHESANA,VIJAPUR,TATOSAN,TATOSAN,35,849
MAHESANA,VIJAPUR,TECHAVA,TECHAVA,45,518
MAHESANA,VIJAPUR,TITODAN,TITODAN,40,727
MAHESANA,VIJAPUR,UBKHAL,UBKHAL,58,531
MAHESANA,VIJAPUR,VADASAN,VADASAN,72,1034
MAHESANA,VIJAPUR,VASAI,VASAI,201,2160
MAHESANA,VISNAGAR,BAKARPUR,BAKARPUR,35,498
MAHESANA,VISNAGAR,BASANA,BASANA,105,1505
MAHESANA,VISNAGAR,BECHARPURA,BECHARPURA,7,379
MAHESANA,VISNAGAR,BHALAK,BHALAK,35,582
MAHESANA,VISNAGAR,BHANDU,BHANDU,24,2034
MAHESANA,VISNAGAR,BOKARVADA,BOKARVADA,46,685
MAHESANA,VISNAGAR,CHHOGALA,CHHOGALA,18,205
MAHESANA,VISNAGAR,CHITRODA MOTA,CHITRODAMOTA,25,423
MAHESANA,VISNAGAR,CHITRODIPURA,CHITRODIPURA,9,606
MAHESANA,VISNAGAR,DADHIYAL,DADHIYAL,14,1280
MAHESANA,VISNAGAR,DENAP,DENAP,25,969
MAHESANA,VISNAGAR,DHAMANVA,DHAMANVA,26,509
MAHESANA,VISNAGAR,DHARUSANA,DHARUSANA,15,224
MAHESANA,VISNAGAR,GANPATPURA,GANPATPURA,5,165
MAHESANA,VISNAGAR,GHAGHRET,GHAGHRET,32,845
MAHESANA,VISNAGAR,GOTHVA,GOTHVA,54,1642
MAHESANA,VISNAGAR,GUNJA,GUNJA,14,1324
MAHESANA,VISNAGAR,GUNJALA,GUNJALA,46,287
MAHESANA,VISNAGAR,HASANPUR,HASANPUR,11,274
MAHESANA,VISNAGAR,IYASARA,IYASARA,11,576
MAHESANA,VISNAGAR,JETALVASANA,JETALVASANA,10,998
MAHESANA,VISNAGAR,KADA,KADA,113,2449
MAHESANA,VISNAGAR,KAJIALIYASANA,KAJIALIYASANA,21,371
MAHESANA,VISNAGAR,KAMALPUR (GOTHVA),KAMALPURGOTHVA,1,338
MAHESANA,VISNAGAR,KAMANA,KAMANA,24,1354
MAHESANA,VISNAGAR,KANSA,KANSA,54,2106
MAHESANA,VISNAGAR,KANSARAKUI,KANSARAKUI,22,911
MAHESANA,VISNAGAR,KHADALPUR,KHADALPUR,14,300
MAHESANA,VISNAGAR,KHANDOSAN,KHANDOSAN,57,1541
MAHESANA,VISNAGAR,KHARVADA,KHARVADA,29,933
MAHESANA,VISNAGAR,KIYADAR,KIYADAR,3,311
MAHESANA,VISNAGAR,KOMALPUR (KARVADA),KOMALPURKARVADA,19,196
MAHESANA,VISNAGAR,KUVASANA,KUVASANA,51,836
MAHESANA,VISNAGAR,LACHHADI,LACHHADI,66,1173
MAHESANA,VISNAGAR,LAXMIPURA(BALAK),LAXMIPURABALAK,8,572
MAHESANA,VISNAGAR,MAGRODA,MAGRODA,12,773
MAHESANA,VISNAGAR,MAHAMADPUR,MAHAMADPUR,12,270
MAHESANA,VISNAGAR,MEGHA ALIYASANA,MEGHAALIYASANA,34,405
MAHESANA,VISNAGAR,PALDI,PALDI,22,501
MAHESANA,VISNAGAR,PUDGAM,PUDGAM,29,1585
MAHESANA,VISNAGAR,RAJGADH,RAJGADH,11,306
MAHESANA,VISNAGAR,RALISANA,RALISANA,14,635
MAHESANA,VISNAGAR,RAMPURA,RAMPURA,5,269
MAHESANA,VISNAGAR,RANDALA,RANDALA,6,430
MAHESANA,VISNAGAR,RANGAKUI,RANGAKUI,11,248
MAHESANA,VISNAGAR,RANGPUR (KHE),RANGPURKHE,21,543
MAHESANA,VISNAGAR,RAVALAPURA,RAVALAPURA,8,412
MAHESANA,VISNAGAR,SADUTHALA,SADUTHALA,45,1041
MAHESANA,VISNAGAR,SATUSANA,SATUSANA,4,360
MAHESANA,VISNAGAR,SAVALA,SAVALA,80,2252
MAHESANA,VISNAGAR,SUNSHI,SUNSHI,18,605
MAHESANA,VISNAGAR,TARABH,TARABH,44,1550
MAHESANA,VISNAGAR,THALOTA,THALOTA,20,758
MAHESANA,VISNAGAR,THUMTHAL,THUMTHAL,12,202
MAHESANA,VISNAGAR,UDALPUR,UDALPUR,41,749
MAHESANA,VISNAGAR,UMTA,UMTA,100,3375
MAHESANA,VISNAGAR,VADU,VADU,16,499
MAHESANA,VISNAGAR,VALAM,VALAM,106,3251
NARMADA,DEDIAPADA,AANJANVAI,AANJANVAI,3,181
NARMADA,DEDIAPADA,ALMAVADI,ALMAVADI,3,211
NARMADA,DEDIAPADA,AMBAVADI,AMBAVADI,35,229
NARMADA,DEDIAPADA,ARETHI,ARETHI,2,62
NARMADA,DEDIAPADA,BABADA,BABADA,1,269
NARMADA,DEDIAPADA,BANDI SHERVAN,BANDISHERVAN,10,106
NARMADA,DEDIAPADA,BARSAN,BARSAN,5,30
NARMADA,DEDIAPADA,BASANA,BASANA,13,213
NARMADA,DEDIAPADA,BAYADI,BAYADI,5,67
NARMADA,DEDIAPADA,BEBAR,BEBAR,2,97
NARMADA,DEDIAPADA,BHARADA,BHARADA,6,31
NARMADA,DEDIAPADA,BHARADA(RELVA),BHARADARELVA,5,132
NARMADA,DEDIAPADA,BHATPUR,BHATPUR,2,133
NARMADA,DEDIAPADA,BHUTBEDA,BHUTBEDA,6,115
NARMADA,DEDIAPADA,BOGAJ,BOGAJ,38,202
NARMADA,DEDIAPADA,BORIPITHA,BORIPITHA,2,136
NARMADA,DEDIAPADA,CHIKADA,CHIKADA,6,500
NARMADA,DEDIAPADA,CHOPADI,CHOPADI,5,58
NARMADA,DEDIAPADA,CHULI,CHULI,12,167
NARMADA,DEDIAPADA,DABHVAN,DABHVAN,3,148
NARMADA,DEDIAPADA,DEDIAPADA,DEDIAPADA,40,235
NARMADA,DEDIAPADA,DEVIPADA,DEVIPADA,3,20
NARMADA,DEDIAPADA,DHANOR,DHANOR,4,55
NARMADA,DEDIAPADA,DUMKHAL,DUMKHAL,15,315
NARMADA,DEDIAPADA,FULSAR,FULSAR,27,82
NARMADA,DEDIAPADA,GADI,GADI,1,90
NARMADA,DEDIAPADA,GAJARGOTA,GAJARGOTA,35,189
NARMADA,DEDIAPADA,GANGAPUR,GANGAPUR,58,171
NARMADA,DEDIAPADA,GHADH,GHADH,3,82
NARMADA,DEDIAPADA,GHATOLI,GHATOLI,23,213
NARMADA,DEDIAPADA,GHODI,GHODI,5,104
NARMADA,DEDIAPADA,GICHAD,GICHAD,3,59
NARMADA,DEDIAPADA,GOPALIYA,GOPALIYA,3,65
NARMADA,DEDIAPADA,GORDA,GORDA,8,38
NARMADA,DEDIAPADA,GULDACHAM,GULDACHAM,12,119
NARMADA,DEDIAPADA,HARIPURA,HARIPURA,1,55
NARMADA,DEDIAPADA,INDALAVI,INDALAVI,3,88
NARMADA,DEDIAPADA,JAMANI,JAMANI,1,91
NARMADA,DEDIAPADA,JAMBAR,JAMBAR,4,86
NARMADA,DEDIAPADA,JARGAM,JARGAM,5,152
NARMADA,DEDIAPADA,JARNAVADI,JARNAVADI,15,80
NARMADA,DEDIAPADA,JUNA MOSDA,JUNAMOSDA,24,102
NARMADA,DEDIAPADA,KABRIPTHAR,KABRIPTHAR,6,80
